Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER color 5cm
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"August 13, 2025 11:02 AM"

Scan Mode:,,,Abs
Start Wavelength:,,,200.0 nm
End Wavelength:,,,800.0 nm
Wavelength Interval:,,,1.0 nm
Scan Speed:,,,1200 nm/min

,Sample Name,,Description
1,Blank,,
2,CR,,
3,SP,,
4,BM,,
5,TR,,
6,AL,,
7,CB,,
8,TB,,

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7,Abs 8
484.0,-0.0004,-0.0058,-0.0085,-0.0105,-0.0129,0.0024,0.0437,0.1930
485.0,-0.0004,-0.0059,-0.0085,-0.0105,-0.0129,0.0023,0.0433,0.1909
486.0,-0.0004,-0.0059,-0.0085,-0.0105,-0.0129,0.0022,0.0429,0.1890
487.0,-0.0005,-0.0058,-0.0086,-0.0105,-0.0129,0.0020,0.0424,0.1869
488.0,-0.0004,-0.0058,-0.0085,-0.0104,-0.0129,0.0020,0.0419,0.1852
489.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0128,0.0019,0.0415,0.1832
490.0,-0.0004,-0.0057,-0.0085,-0.0105,-0.0128,0.0018,0.0411,0.1814
491.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0128,0.0017,0.0407,0.1795
492.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0128,0.0017,0.0403,0.1778
493.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0128,0.0016,0.0399,0.1759
494.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0128,0.0015,0.0395,0.1743
495.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0128,0.0013,0.0390,0.1724
496.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0128,0.0012,0.0386,0.1708
497.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0127,0.0012,0.0382,0.1690
498.0,-0.0004,-0.0057,-0.0086,-0.0104,-0.0128,0.0010,0.0378,0.1674
499.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0127,0.0010,0.0374,0.1657
500.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0127,0.0009,0.0370,0.1641
501.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0127,0.0008,0.0366,0.1624
502.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0128,0.0007,0.0362,0.1609
503.0,-0.0004,-0.0057,-0.0086,-0.0104,-0.0127,0.0006,0.0359,0.1592
504.0,-0.0003,-0.0057,-0.0085,-0.0103,-0.0127,0.0006,0.0355,0.1578
505.0,-0.0004,-0.0057,-0.0085,-0.0104,-0.0127,0.0004,0.0351,0.1561
506.0,-0.0004,-0.0057,-0.0086,-0.0103,-0.0127,0.0004,0.0347,0.1547
507.0,-0.0003,-0.0056,-0.0085,-0.0103,-0.0126,0.0003,0.0344,0.1531
508.0,-0.0004,-0.0057,-0.0085,-0.0103,-0.0126,0.0003,0.0341,0.1517
509.0,-0.0003,-0.0056,-0.0085,-0.0103,-0.0126,0.0002,0.0337,0.1502
510.0,-0.0004,-0.0057,-0.0085,-0.0103,-0.0126,0.0001,0.0333,0.1487
511.0,-0.0003,-0.0056,-0.0085,-0.0103,-0.0126,0.0000,0.0330,0.1473
512.0,-0.0004,-0.0056,-0.0085,-0.0103,-0.0126,0.0000,0.0327,0.1459
513.0,-0.0004,-0.0056,-0.0085,-0.0103,-0.0126,-0.0001,0.0323,0.1445
514.0,-0.0003,-0.0056,-0.0085,-0.0103,-0.0125,-0.0002,0.0320,0.1431
515.0,-0.0003,-0.0056,-0.0085,-0.0103,-0.0125,-0.0003,0.0316,0.1417
516.0,-0.0003,-0.0056,-0.0085,-0.0102,-0.0125,-0.0003,0.0313,0.1404
517.0,-0.0004,-0.0056,-0.0085,-0.0103,-0.0125,-0.0005,0.0309,0.1389
518.0,-0.0003,-0.0056,-0.0085,-0.0103,-0.0125,-0.0005,0.0306,0.1376
519.0,-0.0004,-0.0055,-0.0085,-0.0103,-0.0125,-0.0006,0.0302,0.1362
520.0,-0.0004,-0.0055,-0.0085,-0.0102,-0.0124,-0.0006,0.0299,0.1350
521.0,-0.0003,-0.0055,-0.0084,-0.0102,-0.0124,-0.0007,0.0296,0.1336
522.0,-0.0004,-0.0055,-0.0084,-0.0102,-0.0124,-0.0007,0.0293,0.1324
523.0,-0.0004,-0.0055,-0.0084,-0.0102,-0.0124,-0.0008,0.0290,0.1310
524.0,-0.0004,-0.0056,-0.0085,-0.0103,-0.0125,-0.0009,0.0286,0.1297
525.0,-0.0003,-0.0055,-0.0084,-0.0102,-0.0124,-0.0009,0.0283,0.1286
526.0,-0.0003,-0.0055,-0.0084,-0.0102,-0.0124,-0.0010,0.0279,0.1273
527.0,-0.0004,-0.0055,-0.0084,-0.0102,-0.0124,-0.0010,0.0277,0.1261
528.0,-0.0003,-0.0054,-0.0084,-0.0102,-0.0123,-0.0011,0.0274,0.1249
529.0,-0.0003,-0.0055,-0.0084,-0.0102,-0.0123,-0.0012,0.0270,0.1238
530.0,-0.0004,-0.0055,-0.0084,-0.0102,-0.0123,-0.0012,0.0267,0.1225
531.0,-0.0004,-0.0055,-0.0084,-0.0102,-0.0123,-0.0013,0.0264,0.1214
532.0,-0.0003,-0.0054,-0.0084,-0.0101,-0.0123,-0.0014,0.0261,0.1202
533.0,-0.0004,-0.0054,-0.0084,-0.0101,-0.0123,-0.0014,0.0259,0.1192
534.0,-0.0004,-0.0054,-0.0084,-0.0101,-0.0123,-0.0015,0.0255,0.1180
535.0,-0.0003,-0.0054,-0.0084,-0.0101,-0.0123,-0.0015,0.0252,0.1168
536.0,-0.0004,-0.0055,-0.0084,-0.0101,-0.0123,-0.0016,0.0250,0.1157
537.0,-0.0004,-0.0054,-0.0083,-0.0101,-0.0122,-0.0016,0.0247,0.1145
538.0,-0.0004,-0.0054,-0.0083,-0.0101,-0.0122,-0.0017,0.0244,0.1135
539.0,-0.0004,-0.0054,-0.0083,-0.0101,-0.0122,-0.0018,0.0241,0.1123
540.0,-0.0003,-0.0054,-0.0083,-0.0101,-0.0122,-0.0018,0.0238,0.1114
541.0,-0.0004,-0.0054,-0.0084,-0.0101,-0.0122,-0.0018,0.0235,0.1103
542.0,-0.0004,-0.0054,-0.0083,-0.0101,-0.0121,-0.0019,0.0233,0.1093
543.0,-0.0003,-0.0054,-0.0083,-0.0100,-0.0122,-0.0019,0.0230,0.1082
544.0,-0.0003,-0.0054,-0.0083,-0.0100,-0.0121,-0.0019,0.0227,0.1072
545.0,-0.0003,-0.0054,-0.0084,-0.0100,-0.0122,-0.0020,0.0224,0.1061
546.0,-0.0003,-0.0054,-0.0083,-0.0100,-0.0121,-0.0021,0.0222,0.1051
547.0,-0.0003,-0.0054,-0.0083,-0.0099,-0.0121,-0.0021,0.0219,0.1041
548.0,-0.0003,-0.0054,-0.0082,-0.0099,-0.0120,-0.0021,0.0217,0.1031
549.0,-0.0003,-0.0053,-0.0083,-0.0099,-0.0120,-0.0021,0.0214,0.1022
550.0,-0.0004,-0.0053,-0.0083,-0.0099,-0.0120,-0.0022,0.0211,0.1012
551.0,-0.0003,-0.0053,-0.0083,-0.0099,-0.0120,-0.0022,0.0209,0.1002
552.0,-0.0004,-0.0053,-0.0083,-0.0100,-0.0120,-0.0023,0.0206,0.0993
553.0,-0.0004,-0.0054,-0.0083,-0.0100,-0.0120,-0.0023,0.0204,0.0984
554.0,-0.0005,-0.0053,-0.0083,-0.0100,-0.0120,-0.0024,0.0202,0.0975
555.0,-0.0005,-0.0054,-0.0083,-0.0100,-0.0120,-0.0025,0.0200,0.0970
556.0,-0.0000,-0.0030,-0.0048,-0.0056,-0.0071,0.0029,0.0255,0.1017
557.0,-0.0001,-0.0031,-0.0048,-0.0057,-0.0071,0.0028,0.0251,0.1007
558.0,-0.0001,-0.0031,-0.0048,-0.0057,-0.0072,0.0027,0.0248,0.0998
559.0,-0.0001,-0.0031,-0.0049,-0.0057,-0.0072,0.0026,0.0245,0.0989
560.0,-0.0001,-0.0031,-0.0049,-0.0058,-0.0072,0.0025,0.0242,0.0979
561.0,0.0000,-0.0031,-0.0049,-0.0057,-0.0072,0.0025,0.0239,0.0970
562.0,0.0000,-0.0031,-0.0048,-0.0057,-0.0071,0.0025,0.0237,0.0961
563.0,0.0000,-0.0031,-0.0049,-0.0057,-0.0072,0.0024,0.0234,0.0951
564.0,0.0000,-0.0031,-0.0049,-0.0057,-0.0072,0.0023,0.0232,0.0942
565.0,0.0001,-0.0031,-0.0048,-0.0057,-0.0072,0.0023,0.0230,0.0933
566.0,0.0001,-0.0031,-0.0048,-0.0057,-0.0071,0.0023,0.0227,0.0925
567.0,0.0000,-0.0031,-0.0048,-0.0057,-0.0072,0.0022,0.0225,0.0917
568.0,0.0000,-0.0031,-0.0049,-0.0057,-0.0072,0.0021,0.0222,0.0908
569.0,0.0000,-0.0031,-0.0049,-0.0057,-0.0072,0.0021,0.0220,0.0900
570.0,0.0000,-0.0031,-0.0049,-0.0057,-0.0072,0.0020,0.0218,0.0892
571.0,0.0000,-0.0031,-0.0048,-0.0057,-0.0072,0.0020,0.0216,0.0884
572.0,0.0000,-0.0031,-0.0048,-0.0057,-0.0072,0.0019,0.0213,0.0876
573.0,0.0000,-0.0030,-0.0048,-0.0057,-0.0072,0.0020,0.0211,0.0868
574.0,0.0001,-0.0030,-0.0048,-0.0057,-0.0072,0.0019,0.0209,0.0861
575.0,0.0001,-0.0030,-0.0048,-0.0057,-0.0071,0.0019,0.0207,0.0852
576.0,0.0001,-0.0030,-0.0048,-0.0057,-0.0071,0.0019,0.0205,0.0845
577.0,0.0001,-0.0030,-0.0048,-0.0057,-0.0071,0.0018,0.0203,0.0838
578.0,0.0001,-0.0030,-0.0047,-0.0057,-0.0071,0.0018,0.0201,0.0830
579.0,0.0001,-0.0030,-0.0048,-0.0057,-0.0071,0.0017,0.0200,0.0823
580.0,0.0001,-0.0029,-0.0047,-0.0057,-0.0071,0.0017,0.0198,0.0816
581.0,0.0001,-0.0029,-0.0047,-0.0056,-0.0071,0.0017,0.0196,0.0808
582.0,0.0001,-0.0029,-0.0047,-0.0056,-0.0071,0.0016,0.0194,0.0801
583.0,0.0002,-0.0029,-0.0047,-0.0056,-0.0071,0.0016,0.0193,0.0795
584.0,0.0002,-0.0029,-0.0047,-0.0056,-0.0071,0.0016,0.0191,0.0787
585.0,0.0001,-0.0029,-0.0047,-0.0056,-0.0071,0.0015,0.0189,0.0781
586.0,0.0001,-0.0029,-0.0047,-0.0056,-0.0071,0.0015,0.0187,0.0774
587.0,0.0002,-0.0029,-0.0047,-0.0056,-0.0070,0.0015,0.0185,0.0766
588.0,0.0001,-0.0029,-0.0047,-0.0056,-0.0071,0.0014,0.0183,0.0760
589.0,0.0001,-0.0029,-0.0047,-0.0056,-0.0071,0.0014,0.0182,0.0753
590.0,0.0002,-0.0028,-0.0047,-0.0056,-0.0071,0.0014,0.0180,0.0746
591.0,0.0001,-0.0029,-0.0047,-0.0056,-0.0071,0.0013,0.0178,0.0740
592.0,0.0001,-0.0028,-0.0047,-0.0055,-0.0071,0.0013,0.0177,0.0733
593.0,0.0001,-0.0029,-0.0047,-0.0056,-0.0070,0.0013,0.0175,0.0726
594.0,0.0001,-0.0029,-0.0046,-0.0056,-0.0071,0.0012,0.0173,0.0720
595.0,0.0001,-0.0029,-0.0046,-0.0056,-0.0071,0.0012,0.0171,0.0714
596.0,0.0001,-0.0029,-0.0047,-0.0056,-0.0071,0.0012,0.0169,0.0707
597.0,0.0001,-0.0029,-0.0047,-0.0056,-0.0070,0.0012,0.0168,0.0702
598.0,0.0001,-0.0029,-0.0046,-0.0056,-0.0071,0.0011,0.0166,0.0695
599.0,0.0001,-0.0029,-0.0046,-0.0056,-0.0070,0.0011,0.0164,0.0689
600.0,0.0001,-0.0028,-0.0046,-0.0056,-0.0071,0.0011,0.0163,0.0683
601.0,0.0001,-0.0029,-0.0046,-0.0056,-0.0071,0.0011,0.0161,0.0677
602.0,0.0001,-0.0029,-0.0047,-0.0056,-0.0071,0.0010,0.0159,0.0670
603.0,0.0001,-0.0029,-0.0046,-0.0056,-0.0070,0.0010,0.0158,0.0665
604.0,0.0001,-0.0028,-0.0046,-0.0056,-0.0070,0.0010,0.0156,0.0658
605.0,0.0002,-0.0028,-0.0046,-0.0055,-0.0070,0.0010,0.0155,0.0652
606.0,0.0002,-0.0029,-0.0046,-0.0056,-0.0070,0.0010,0.0153,0.0647
607.0,0.0001,-0.0029,-0.0046,-0.0056,-0.0070,0.0010,0.0151,0.0641
608.0,0.0001,-0.0028,-0.0046,-0.0056,-0.0070,0.0009,0.0150,0.0635
609.0,0.0002,-0.0028,-0.0046,-0.0055,-0.0070,0.0009,0.0148,0.0630
610.0,0.0001,-0.0028,-0.0045,-0.0055,-0.0070,0.0009,0.0146,0.0623
611.0,0.0001,-0.0028,-0.0045,-0.0055,-0.0070,0.0009,0.0145,0.0618
612.0,0.0001,-0.0028,-0.0046,-0.0055,-0.0069,0.0009,0.0143,0.0612
613.0,0.0001,-0.0028,-0.0045,-0.0056,-0.0069,0.0009,0.0141,0.0607
614.0,0.0001,-0.0028,-0.0045,-0.0055,-0.0069,0.0009,0.0140,0.0601
615.0,0.0000,-0.0028,-0.0045,-0.0055,-0.0069,0.0008,0.0139,0.0595
616.0,0.0001,-0.0028,-0.0045,-0.0055,-0.0069,0.0008,0.0137,0.0590
617.0,0.0001,-0.0028,-0.0045,-0.0055,-0.0069,0.0008,0.0135,0.0585
618.0,0.0001,-0.0028,-0.0045,-0.0055,-0.0069,0.0008,0.0134,0.0579
619.0,0.0001,-0.0028,-0.0045,-0.0055,-0.0069,0.0007,0.0132,0.0574
620.0,0.0001,-0.0027,-0.0045,-0.0055,-0.0069,0.0007,0.0131,0.0568
621.0,0.0001,-0.0028,-0.0045,-0.0055,-0.0069,0.0007,0.0130,0.0562
622.0,0.0001,-0.0027,-0.0044,-0.0054,-0.0068,0.0007,0.0128,0.0557
623.0,0.0001,-0.0028,-0.0044,-0.0054,-0.0068,0.0007,0.0127,0.0552
624.0,0.0000,-0.0028,-0.0044,-0.0055,-0.0069,0.0006,0.0125,0.0547
625.0,0.0000,-0.0028,-0.0045,-0.0055,-0.0069,0.0007,0.0124,0.0541
626.0,0.0000,-0.0028,-0.0044,-0.0055,-0.0068,0.0006,0.0123,0.0536
627.0,-0.0000,-0.0028,-0.0045,-0.0055,-0.0069,0.0006,0.0121,0.0531
628.0,0.0000,-0.0028,-0.0044,-0.0055,-0.0068,0.0006,0.0120,0.0526
629.0,-0.0000,-0.0028,-0.0044,-0.0055,-0.0068,0.0006,0.0118,0.0521
630.0,-0.0000,-0.0028,-0.0044,-0.0055,-0.0068,0.0005,0.0117,0.0517
631.0,0.0000,-0.0027,-0.0044,-0.0054,-0.0068,0.0006,0.0116,0.0511
632.0,-0.0001,-0.0028,-0.0044,-0.0055,-0.0068,0.0005,0.0115,0.0506
633.0,-0.0000,-0.0027,-0.0044,-0.0055,-0.0067,0.0005,0.0113,0.0502
634.0,-0.0001,-0.0027,-0.0044,-0.0055,-0.0068,0.0005,0.0112,0.0497
635.0,-0.0001,-0.0028,-0.0044,-0.0055,-0.0067,0.0005,0.0111,0.0492
636.0,-0.0000,-0.0028,-0.0044,-0.0054,-0.0068,0.0005,0.0110,0.0487
637.0,-0.0000,-0.0027,-0.0043,-0.0054,-0.0067,0.0005,0.0108,0.0483
638.0,-0.0000,-0.0027,-0.0043,-0.0054,-0.0067,0.0005,0.0107,0.0478
639.0,-0.0001,-0.0028,-0.0043,-0.0054,-0.0067,0.0005,0.0106,0.0473
640.0,-0.0001,-0.0027,-0.0043,-0.0054,-0.0067,0.0004,0.0105,0.0469
641.0,-0.0000,-0.0027,-0.0043,-0.0054,-0.0067,0.0004,0.0104,0.0464
642.0,-0.0001,-0.0028,-0.0043,-0.0054,-0.0067,0.0004,0.0102,0.0460
643.0,-0.0000,-0.0027,-0.0043,-0.0054,-0.0067,0.0004,0.0101,0.0456
644.0,-0.0001,-0.0027,-0.0043,-0.0054,-0.0067,0.0004,0.0100,0.0451
645.0,-0.0000,-0.0027,-0.0043,-0.0054,-0.0066,0.0004,0.0099,0.0447
646.0,-0.0000,-0.0027,-0.0043,-0.0054,-0.0066,0.0003,0.0098,0.0443
647.0,-0.0001,-0.0027,-0.0043,-0.0054,-0.0067,0.0003,0.0096,0.0438
648.0,-0.0001,-0.0027,-0.0043,-0.0053,-0.0066,0.0003,0.0096,0.0435
649.0,-0.0001,-0.0027,-0.0042,-0.0053,-0.0066,0.0003,0.0094,0.0430
650.0,-0.0001,-0.0027,-0.0042,-0.0053,-0.0066,0.0003,0.0093,0.0426
651.0,-0.0001,-0.0027,-0.0043,-0.0053,-0.0066,0.0003,0.0092,0.0422
652.0,-0.0000,-0.0027,-0.0042,-0.0053,-0.0066,0.0003,0.0091,0.0419
653.0,-0.0001,-0.0027,-0.0042,-0.0053,-0.0066,0.0003,0.0090,0.0415
654.0,-0.0001,-0.0027,-0.0042,-0.0053,-0.0066,0.0003,0.0089,0.0411
655.0,-0.0001,-0.0027,-0.0042,-0.0053,-0.0066,0.0003,0.0088,0.0407
656.0,-0.0001,-0.0026,-0.0042,-0.0053,-0.0066,0.0003,0.0087,0.0404
657.0,-0.0001,-0.0027,-0.0042,-0.0054,-0.0066,0.0003,0.0085,0.0400
658.0,-0.0000,-0.0026,-0.0042,-0.0053,-0.0066,0.0002,0.0085,0.0396
659.0,-0.0000,-0.0026,-0.0042,-0.0053,-0.0066,0.0003,0.0084,0.0393
660.0,-0.0000,-0.0026,-0.0041,-0.0053,-0.0066,0.0003,0.0083,0.0389
661.0,-0.0000,-0.0026,-0.0041,-0.0053,-0.0066,0.0003,0.0082,0.0386
662.0,0.0000,-0.0025,-0.0041,-0.0053,-0.0065,0.0003,0.0081,0.0383
663.0,0.0000,-0.0025,-0.0041,-0.0052,-0.0065,0.0003,0.0080,0.0379
664.0,0.0000,-0.0025,-0.0041,-0.0053,-0.0065,0.0003,0.0080,0.0376
665.0,0.0000,-0.0025,-0.0041,-0.0053,-0.0065,0.0003,0.0079,0.0373
666.0,0.0000,-0.0024,-0.0041,-0.0052,-0.0065,0.0003,0.0078,0.0369
667.0,0.0001,-0.0024,-0.0040,-0.0052,-0.0065,0.0003,0.0077,0.0366
668.0,0.0000,-0.0024,-0.0041,-0.0052,-0.0065,0.0003,0.0076,0.0362
669.0,0.0000,-0.0024,-0.0040,-0.0051,-0.0065,0.0003,0.0075,0.0358
670.0,0.0000,-0.0023,-0.0040,-0.0051,-0.0065,0.0003,0.0074,0.0355
671.0,0.0000,-0.0024,-0.0040,-0.0051,-0.0065,0.0003,0.0072,0.0351
672.0,0.0000,-0.0023,-0.0040,-0.0051,-0.0064,0.0003,0.0072,0.0347
673.0,0.0000,-0.0023,-0.0039,-0.0051,-0.0064,0.0003,0.0071,0.0344
674.0,0.0000,-0.0023,-0.0039,-0.0051,-0.0064,0.0003,0.0070,0.0341
675.0,0.0000,-0.0022,-0.0039,-0.0050,-0.0063,0.0003,0.0070,0.0337
676.0,0.0001,-0.0022,-0.0039,-0.0050,-0.0063,0.0004,0.0069,0.0334
677.0,0.0000,-0.0022,-0.0039,-0.0050,-0.0064,0.0003,0.0068,0.0330
678.0,0.0001,-0.0022,-0.0038,-0.0050,-0.0063,0.0003,0.0067,0.0327
679.0,0.0000,-0.0022,-0.0039,-0.0050,-0.0063,0.0004,0.0066,0.0323
680.0,0.0000,-0.0021,-0.0038,-0.0050,-0.0063,0.0003,0.0066,0.0319
681.0,0.0001,-0.0021,-0.0038,-0.0050,-0.0063,0.0004,0.0065,0.0316
682.0,0.0001,-0.0021,-0.0038,-0.0050,-0.0063,0.0004,0.0064,0.0312
683.0,0.0001,-0.0021,-0.0038,-0.0050,-0.0063,0.0004,0.0063,0.0309
684.0,0.0001,-0.0021,-0.0038,-0.0050,-0.0062,0.0004,0.0063,0.0305
685.0,0.0001,-0.0021,-0.0037,-0.0049,-0.0063,0.0004,0.0061,0.0302
686.0,0.0001,-0.0021,-0.0037,-0.0050,-0.0062,0.0004,0.0061,0.0298
687.0,0.0001,-0.0021,-0.0037,-0.0049,-0.0062,0.0004,0.0060,0.0295
688.0,0.0001,-0.0021,-0.0037,-0.0049,-0.0062,0.0004,0.0059,0.0291
689.0,0.0001,-0.0021,-0.0037,-0.0049,-0.0062,0.0003,0.0058,0.0288
690.0,0.0001,-0.0022,-0.0038,-0.0050,-0.0062,0.0003,0.0057,0.0284
691.0,0.0001,-0.0021,-0.0037,-0.0049,-0.0062,0.0003,0.0057,0.0281
692.0,0.0001,-0.0022,-0.0037,-0.0049,-0.0062,0.0003,0.0056,0.0278
693.0,0.0001,-0.0021,-0.0037,-0.0049,-0.0062,0.0003,0.0055,0.0274
694.0,0.0001,-0.0021,-0.0037,-0.0050,-0.0062,0.0003,0.0054,0.0271
695.0,0.0000,-0.0022,-0.0037,-0.0050,-0.0062,0.0003,0.0054,0.0268
696.0,0.0001,-0.0021,-0.0036,-0.0049,-0.0061,0.0003,0.0053,0.0265
697.0,0.0000,-0.0021,-0.0036,-0.0049,-0.0062,0.0003,0.0052,0.0262
698.0,0.0001,-0.0022,-0.0037,-0.0050,-0.0061,0.0003,0.0052,0.0259
699.0,0.0000,-0.0022,-0.0037,-0.0050,-0.0062,0.0002,0.0050,0.0255
700.0,0.0001,-0.0022,-0.0036,-0.0050,-0.0062,0.0003,0.0050,0.0253
701.0,0.0001,-0.0022,-0.0036,-0.0050,-0.0061,0.0002,0.0049,0.0250
702.0,0.0000,-0.0022,-0.0037,-0.0050,-0.0061,0.0002,0.0049,0.0247
703.0,0.0000,-0.0022,-0.0037,-0.0050,-0.0062,0.0002,0.0048,0.0243
704.0,0.0000,-0.0023,-0.0036,-0.0050,-0.0062,0.0002,0.0047,0.0240
705.0,0.0000,-0.0022,-0.0037,-0.0050,-0.0062,0.0002,0.0046,0.0237
706.0,0.0000,-0.0023,-0.0037,-0.0051,-0.0062,0.0002,0.0045,0.0234
707.0,0.0000,-0.0023,-0.0037,-0.0051,-0.0062,0.0001,0.0044,0.0231
708.0,0.0000,-0.0023,-0.0037,-0.0051,-0.0062,0.0001,0.0044,0.0229
709.0,0.0000,-0.0024,-0.0038,-0.0052,-0.0062,0.0001,0.0043,0.0226
710.0,0.0000,-0.0024,-0.0037,-0.0051,-0.0062,0.0001,0.0043,0.0223
711.0,0.0000,-0.0024,-0.0038,-0.0052,-0.0063,0.0001,0.0041,0.0220
712.0,0.0000,-0.0025,-0.0038,-0.0052,-0.0063,0.0001,0.0041,0.0217
713.0,0.0001,-0.0024,-0.0038,-0.0052,-0.0063,0.0001,0.0040,0.0214
714.0,0.0000,-0.0025,-0.0039,-0.0053,-0.0064,-0.0000,0.0039,0.0210
715.0,0.0000,-0.0025,-0.0038,-0.0053,-0.0064,0.0000,0.0038,0.0208
716.0,-0.0000,-0.0026,-0.0039,-0.0054,-0.0064,-0.0000,0.0037,0.0205
717.0,0.0000,-0.0026,-0.0039,-0.0054,-0.0065,-0.0001,0.0036,0.0201
718.0,-0.0000,-0.0027,-0.0040,-0.0054,-0.0065,-0.0001,0.0035,0.0199
719.0,0.0000,-0.0027,-0.0040,-0.0055,-0.0065,-0.0001,0.0034,0.0197
720.0,0.0000,-0.0027,-0.0040,-0.0055,-0.0066,-0.0001,0.0033,0.0193
721.0,-0.0000,-0.0028,-0.0041,-0.0056,-0.0066,-0.0002,0.0031,0.0190
722.0,-0.0000,-0.0028,-0.0041,-0.0056,-0.0067,-0.0002,0.0031,0.0187
723.0,-0.0001,-0.0029,-0.0042,-0.0057,-0.0067,-0.0003,0.0029,0.0184
724.0,-0.0001,-0.0029,-0.0042,-0.0057,-0.0067,-0.0003,0.0028,0.0182
725.0,-0.0000,-0.0030,-0.0042,-0.0058,-0.0068,-0.0002,0.0027,0.0179
726.0,-0.0001,-0.0030,-0.0043,-0.0059,-0.0069,-0.0003,0.0026,0.0176
727.0,-0.0000,-0.0031,-0.0043,-0.0059,-0.0069,-0.0003,0.0025,0.0173
728.0,-0.0000,-0.0032,-0.0044,-0.0060,-0.0069,-0.0004,0.0024,0.0170
729.0,-0.0001,-0.0032,-0.0045,-0.0061,-0.0071,-0.0005,0.0023,0.0168
730.0,-0.0000,-0.0034,-0.0046,-0.0062,-0.0072,-0.0005,0.0021,0.0165
731.0,-0.0001,-0.0034,-0.0047,-0.0063,-0.0072,-0.0005,0.0020,0.0162
732.0,-0.0000,-0.0035,-0.0048,-0.0064,-0.0074,-0.0006,0.0018,0.0159
733.0,-0.0000,-0.0036,-0.0048,-0.0065,-0.0075,-0.0007,0.0017,0.0156
734.0,-0.0001,-0.0037,-0.0049,-0.0067,-0.0075,-0.0008,0.0016,0.0154
735.0,0.0000,-0.0037,-0.0046,-0.0060,-0.0069,0.0001,0.0021,0.0160
736.0,-0.0001,-0.0037,-0.0046,-0.0060,-0.0070,0.0000,0.0019,0.0157
737.0,-0.0000,-0.0038,-0.0046,-0.0061,-0.0070,-0.0000,0.0018,0.0154
738.0,-0.0001,-0.0038,-0.0046,-0.0061,-0.0071,-0.0001,0.0017,0.0151
739.0,0.0000,-0.0037,-0.0046,-0.0061,-0.0071,-0.0001,0.0016,0.0149
740.0,-0.0000,-0.0037,-0.0046,-0.0061,-0.0071,-0.0001,0.0015,0.0147
741.0,0.0000,-0.0037,-0.0046,-0.0060,-0.0071,-0.0001,0.0015,0.0145
742.0,-0.0001,-0.0037,-0.0046,-0.0060,-0.0071,-0.0002,0.0014,0.0142
743.0,-0.0001,-0.0037,-0.0046,-0.0060,-0.0070,-0.0002,0.0014,0.0140
744.0,-0.0001,-0.0037,-0.0045,-0.0060,-0.0070,-0.0002,0.0013,0.0138
745.0,-0.0001,-0.0036,-0.0044,-0.0059,-0.0070,-0.0001,0.0013,0.0137
746.0,-0.0001,-0.0035,-0.0044,-0.0058,-0.0069,-0.0002,0.0013,0.0134
747.0,-0.0001,-0.0034,-0.0044,-0.0058,-0.0069,-0.0001,0.0013,0.0133
748.0,-0.0001,-0.0034,-0.0043,-0.0057,-0.0068,-0.0001,0.0013,0.0131
749.0,-0.0001,-0.0034,-0.0042,-0.0057,-0.0068,-0.0001,0.0012,0.0129
750.0,-0.0001,-0.0033,-0.0042,-0.0056,-0.0068,-0.0001,0.0012,0.0128
751.0,-0.0001,-0.0033,-0.0042,-0.0056,-0.0068,-0.0001,0.0012,0.0127
752.0,-0.0001,-0.0033,-0.0042,-0.0056,-0.0067,-0.0002,0.0012,0.0124
753.0,-0.0001,-0.0032,-0.0040,-0.0054,-0.0066,-0.0001,0.0012,0.0123
754.0,-0.0001,-0.0032,-0.0041,-0.0055,-0.0067,-0.0002,0.0011,0.0121
755.0,-0.0001,-0.0031,-0.0040,-0.0054,-0.0066,-0.0002,0.0012,0.0120
756.0,-0.0002,-0.0031,-0.0040,-0.0053,-0.0066,-0.0002,0.0011,0.0118
757.0,-0.0002,-0.0030,-0.0039,-0.0053,-0.0065,-0.0001,0.0011,0.0116
758.0,-0.0001,-0.0030,-0.0038,-0.0052,-0.0065,-0.0001,0.0011,0.0115
759.0,-0.0002,-0.0029,-0.0038,-0.0052,-0.0064,-0.0001,0.0011,0.0114
760.0,-0.0002,-0.0029,-0.0037,-0.0051,-0.0064,-0.0001,0.0011,0.0112
