"lakeid","station","year4","sample_date","species_code","species_name","density","individuals_measured","avg_length"
"BM",1,1989,"1989-07-10",61804,"KERATELLA EARLINAE",4.68,,
"BM",1,1989,"1989-07-10",61806,"KERATELLA QUADRATA",2.34,,
"BM",1,1989,"1989-07-10",62406,"MONOSTYLA LUNARIS",0.78,,
"BM",1,1989,"1989-07-10",62900,"PLOESOMA",15.62,,
"BM",1,1989,"1989-07-10",63004,"POLYARTHRA REMATA",54.65,,
"BM",1,1989,"1989-07-10",63005,"POLYARTHRA VULGARIS",201.44,,
"BM",1,1989,"1989-07-10",63400,"SYNCHAETA",21.08,,
"BM",1,1989,"1989-07-10",63603,"TRICHOCERCA CYLINDRICA",0.78,,
"BM",1,1989,"1989-07-25",10000,"COPEPOD NAUPLII",32.79,,
"BM",1,1989,"1989-07-25",20000,"CYCLOPOID",0.78,,
"BM",1,1989,"1989-07-25",20302,"DIACYCLOPS THOMASI",13.27,,
"BM",1,1989,"1989-07-25",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",2.34,,
"BM",1,1989,"1989-07-25",30000,"CALANOID",1.56,,
"BM",1,1989,"1989-07-25",30801,"SKISTODIAPTOMUS OREGONENSIS",3.9,,
"BM",1,1989,"1989-07-25",50700,"BOSMINIDAE",6.25,,
"BM",1,1989,"1989-07-25",51130,"DAPHNIA PULICARIA",1.56,,
"BM",1,1989,"1989-07-25",51801,"HOLOPEDIUM GIBBERUM",3.9,,
"BM",1,1989,"1989-07-25",60202,"ASCOMORPHA OVALIS",0.78,,
"BM",1,1989,"1989-07-25",60600,"COLLOTHECA",13.27,,
"BM",1,1989,"1989-07-25",60900,"CONOCHILUS",14.83,,
"BM",1,1989,"1989-07-25",61501,"GASTROPUS HYPTOPUS",5.47,,
"BM",1,1989,"1989-07-25",61502,"GASTROPUS STYLIFER",19.52,,
"BM",1,1989,"1989-07-25",61702,"KELLICOTTIA LONGISPINA",10.15,,
"BM",1,1989,"1989-07-25",61801,"KERATELLA COCHLEARIS",1.56,,
"BM",1,1989,"1989-07-25",61803,"KERATELLA CRASSA",14.83,,
"BM",1,1989,"1989-07-25",61804,"KERATELLA EARLINAE",18.74,,
"BM",1,1989,"1989-07-25",62900,"PLOESOMA",0.78,,
"BM",1,1989,"1989-07-25",63004,"POLYARTHRA REMATA",96.82,,
"BM",1,1989,"1989-07-25",63005,"POLYARTHRA VULGARIS",406.79,,
"BM",1,1989,"1989-07-25",63400,"SYNCHAETA",5.47,,
"BM",1,1989,"1989-07-25",63603,"TRICHOCERCA CYLINDRICA",0.78,,
"BM",1,1989,"1989-08-10",10000,"COPEPOD NAUPLII",77.47,,
"BM",1,1989,"1989-08-10",20000,"CYCLOPOID",2.36,,
"BM",1,1989,"1989-08-10",20302,"DIACYCLOPS THOMASI",6.45,,
"BM",1,1989,"1989-08-10",20601,"MESOCYCLOPS EDAX",0.65,,
"BM",1,1989,"1989-08-10",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",3.75,,
"BM",1,1989,"1989-08-10",30000,"CALANOID",5.47,,
"BM",1,1989,"1989-08-10",30801,"SKISTODIAPTOMUS OREGONENSIS",2.46,,
"BM",1,1989,"1989-08-10",50700,"BOSMINIDAE",0.11,,
"BM",1,1989,"1989-08-10",51102,"DAPHNIA DUBIA",0.36,,
"BM",1,1989,"1989-08-10",51130,"DAPHNIA PULICARIA",0.18,,
"BM",1,1989,"1989-08-10",51801,"HOLOPEDIUM GIBBERUM",1.04,,
"BM",1,1989,"1989-08-10",60202,"ASCOMORPHA OVALIS",1.68,,
"BM",1,1989,"1989-08-10",60600,"COLLOTHECA",37.66,,
"BM",1,1989,"1989-08-10",60900,"CONOCHILUS",24.75,,
"BM",1,1989,"1989-08-10",61501,"GASTROPUS HYPTOPUS",0.11,,
"BM",1,1989,"1989-08-10",61502,"GASTROPUS STYLIFER",3.09,,
"BM",1,1989,"1989-08-10",61702,"KELLICOTTIA LONGISPINA",6.8,,
"BM",1,1989,"1989-08-10",61801,"KERATELLA COCHLEARIS",1.33,,
"BM",1,1989,"1989-08-10",61803,"KERATELLA CRASSA",7.97,,
"BM",1,1989,"1989-08-10",61804,"KERATELLA EARLINAE",5.19,,
"BM",1,1989,"1989-08-10",61806,"KERATELLA QUADRATA",1.69,,
"BM",1,1989,"1989-08-10",61904,"LECANE INERMIS",2.69,,
"BM",1,1989,"1989-08-10",62406,"MONOSTYLA LUNARIS",0.11,,
"BM",1,1989,"1989-08-10",63004,"POLYARTHRA REMATA",6.46,,
"BM",1,1989,"1989-08-10",63005,"POLYARTHRA VULGARIS",22.52,,
"BM",1,1989,"1989-08-10",63400,"SYNCHAETA",0.18,,
"BM",1,1989,"1989-08-10",63603,"TRICHOCERCA CYLINDRICA",0.86,,
"BM",1,1989,"1989-08-10",70100,"CHAOBORUS",0.18,,
"BM",1,1989,"1989-08-22",10000,"COPEPOD NAUPLII",42.1,,
"BM",1,1989,"1989-08-22",20302,"DIACYCLOPS THOMASI",3.44,,
"BM",1,1989,"1989-08-22",20601,"MESOCYCLOPS EDAX",0.58,,
"BM",1,1989,"1989-08-22",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",8.97,,
"BM",1,1989,"1989-08-22",30000,"CALANOID",3.75,,
"BM",1,1989,"1989-08-22",30402,"LEPTODIAPTOMUS MINUTUS",3.37,,
"BM",1,1989,"1989-08-22",30801,"SKISTODIAPTOMUS OREGONENSIS",3.11,,
"BM",1,1989,"1989-08-22",51102,"DAPHNIA DUBIA",8.04,,
"BM",1,1989,"1989-08-22",51130,"DAPHNIA PULICARIA",0.11,,
"BM",1,1989,"1989-08-22",51202,"DIAPHANOSOMA BIRGEI",2.08,,
"BM",1,1989,"1989-08-22",51801,"HOLOPEDIUM GIBBERUM",0.75,,
"BM",1,1989,"1989-08-22",60201,"ASCOMORPHA ECAUDIS",0.11,,
"BM",1,1989,"1989-08-22",60202,"ASCOMORPHA OVALIS",0.18,,
"BM",1,1989,"1989-08-22",60900,"CONOCHILUS",20.47,,
"BM",1,1989,"1989-08-22",61501,"GASTROPUS HYPTOPUS",0.11,,
"BM",1,1989,"1989-08-22",61502,"GASTROPUS STYLIFER",0.18,,
"BM",1,1989,"1989-08-22",61702,"KELLICOTTIA LONGISPINA",6.75,,
"BM",1,1989,"1989-08-22",61801,"KERATELLA COCHLEARIS",3.29,,
"BM",1,1989,"1989-08-22",61803,"KERATELLA CRASSA",1.05,,
"BM",1,1989,"1989-08-22",61804,"KERATELLA EARLINAE",2.9,,
"BM",1,1989,"1989-08-22",61806,"KERATELLA QUADRATA",2.95,,
"BM",1,1989,"1989-08-22",61904,"LECANE INERMIS",1.61,,
"BM",1,1989,"1989-08-22",63004,"POLYARTHRA REMATA",1.69,,
"BM",1,1989,"1989-08-22",63005,"POLYARTHRA VULGARIS",17.89,,
"BM",1,1989,"1989-08-22",63603,"TRICHOCERCA CYLINDRICA",0.11,,
"BM",1,1989,"1989-08-22",70028,"UNKNOWN",0.18,,
"BM",1,1989,"1989-09-07",10000,"COPEPOD NAUPLII",19.5,,
"BM",1,1989,"1989-09-07",20302,"DIACYCLOPS THOMASI",0.71,,
"BM",1,1989,"1989-09-07",20601,"MESOCYCLOPS EDAX",1.82,,
"BM",1,1989,"1989-09-07",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.82,,
"BM",1,1989,"1989-09-07",30000,"CALANOID",2.57,,
"BM",1,1989,"1989-09-07",30402,"LEPTODIAPTOMUS MINUTUS",1.76,,
"BM",1,1989,"1989-09-07",30801,"SKISTODIAPTOMUS OREGONENSIS",1.19,,
"BM",1,1989,"1989-09-07",51102,"DAPHNIA DUBIA",2.59,,
"BM",1,1989,"1989-09-07",51130,"DAPHNIA PULICARIA",0.21,,
"BM",1,1989,"1989-09-07",51202,"DIAPHANOSOMA BIRGEI",0.31,,
"BM",1,1989,"1989-09-07",60900,"CONOCHILUS",3.51,,
"BM",1,1989,"1989-09-07",61702,"KELLICOTTIA LONGISPINA",0.48,,
"BM",1,1989,"1989-09-07",61801,"KERATELLA COCHLEARIS",0.96,,
"BM",1,1989,"1989-09-07",61803,"KERATELLA CRASSA",0.48,,
"BM",1,1989,"1989-09-07",61804,"KERATELLA EARLINAE",0.38,,
"BM",1,1989,"1989-09-07",61805,"KERATELLA HIEMALIS",0.11,,
"BM",1,1989,"1989-09-07",61806,"KERATELLA QUADRATA",0.15,,
"BM",1,1989,"1989-09-07",63004,"POLYARTHRA REMATA",0.15,,
"BM",1,1989,"1989-09-07",63005,"POLYARTHRA VULGARIS",5.01,,
"BM",1,1989,"1989-09-20",10000,"COPEPOD NAUPLII",35.78,,
"BM",1,1989,"1989-09-20",20302,"DIACYCLOPS THOMASI",5.8,,
"BM",1,1989,"1989-09-20",20601,"MESOCYCLOPS EDAX",0.97,,
"BM",1,1989,"1989-09-20",30402,"LEPTODIAPTOMUS MINUTUS",0.97,,
"BM",1,1989,"1989-09-20",30801,"SKISTODIAPTOMUS OREGONENSIS",1.93,,
"BM",1,1989,"1989-09-20",51103,"DAPHNIA MENDOTAE",2.9,,
"BM",1,1989,"1989-09-20",51130,"DAPHNIA PULICARIA",0.97,,
"BM",1,1989,"1989-09-20",60900,"CONOCHILUS",6.77,,
"BM",1,1989,"1989-09-20",61801,"KERATELLA COCHLEARIS",2.9,,
"BM",1,1989,"1989-09-20",61808,"KERATELLA TAUROCEPHALA",0.97,,
"BM",1,1989,"1989-09-20",63001,"POLYARTHRA DOLICHOPTERA",1.93,,
"BM",1,1989,"1989-09-20",63004,"POLYARTHRA REMATA",1.93,,
"BM",1,1989,"1989-09-20",63005,"POLYARTHRA VULGARIS",10.64,,
"BM",1,1989,"1989-10-03",10000,"COPEPOD NAUPLII",13.27,,
"BM",1,1989,"1989-10-03",20302,"DIACYCLOPS THOMASI",10.62,,
"BM",1,1989,"1989-10-03",20601,"MESOCYCLOPS EDAX",2.65,,
"BM",1,1989,"1989-10-03",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.88,,
"BM",1,1989,"1989-10-03",30801,"SKISTODIAPTOMUS OREGONENSIS",2.65,,
"BM",1,1989,"1989-10-03",51103,"DAPHNIA MENDOTAE",10.62,,
"BM",1,1989,"1989-10-03",51130,"DAPHNIA PULICARIA",3.54,,
"BM",1,1989,"1989-10-03",60900,"CONOCHILUS",4.42,,
"BM",1,1989,"1989-10-03",61702,"KELLICOTTIA LONGISPINA",1.77,,
"BM",1,1989,"1989-10-03",61801,"KERATELLA COCHLEARIS",3.54,,
"BM",1,1989,"1989-10-03",61805,"KERATELLA HIEMALIS",1.77,,
"BM",1,1989,"1989-10-03",61808,"KERATELLA TAUROCEPHALA",0.88,,
"BM",1,1989,"1989-10-03",63001,"POLYARTHRA DOLICHOPTERA",0.88,,
"BM",1,1989,"1989-10-03",63005,"POLYARTHRA VULGARIS",8.85,,
"BM",1,1989,"1989-10-17",10000,"COPEPOD NAUPLII",17.14,,
"BM",1,1989,"1989-10-17",20302,"DIACYCLOPS THOMASI",22.18,,
"BM",1,1989,"1989-10-17",20601,"MESOCYCLOPS EDAX",2.02,,
"BM",1,1989,"1989-10-17",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.01,,
"BM",1,1989,"1989-10-17",30402,"LEPTODIAPTOMUS MINUTUS",1.01,,
"BM",1,1989,"1989-10-17",30801,"SKISTODIAPTOMUS OREGONENSIS",6.05,,
"BM",1,1989,"1989-10-17",51103,"DAPHNIA MENDOTAE",10.08,,
"BM",1,1989,"1989-10-17",60300,"ASPLANCHNA",1.01,,
"BM",1,1989,"1989-10-17",60900,"CONOCHILUS",9.07,,
"BM",1,1989,"1989-10-17",61502,"GASTROPUS STYLIFER",29.24,,
"BM",1,1989,"1989-10-17",61702,"KELLICOTTIA LONGISPINA",4.03,,
"BM",1,1989,"1989-10-17",61801,"KERATELLA COCHLEARIS",6.05,,
"BM",1,1989,"1989-10-17",61900,"LECANE",1.01,,
"BM",1,1989,"1989-10-17",62900,"PLOESOMA",1.01,,
"BM",1,1989,"1989-10-17",63004,"POLYARTHRA REMATA",1.01,,
"BM",1,1989,"1989-10-17",63005,"POLYARTHRA VULGARIS",22.18,,
"BM",1,1989,"1989-11-01",10000,"COPEPOD NAUPLII",34.28,,
"BM",1,1989,"1989-11-01",20302,"DIACYCLOPS THOMASI",23.19,,
"BM",1,1989,"1989-11-01",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",3.02,,
"BM",1,1989,"1989-11-01",30402,"LEPTODIAPTOMUS MINUTUS",1.01,,
"BM",1,1989,"1989-11-01",30801,"SKISTODIAPTOMUS OREGONENSIS",3.02,,
"BM",1,1989,"1989-11-01",50700,"BOSMINIDAE",1.01,,
"BM",1,1989,"1989-11-01",51103,"DAPHNIA MENDOTAE",4.03,,
"BM",1,1989,"1989-11-01",51104,"DAPHNIA LONGIREMIS",1.01,,
"BM",1,1989,"1989-11-01",60300,"ASPLANCHNA",2.02,,
"BM",1,1989,"1989-11-01",60900,"CONOCHILUS",5.04,,
"BM",1,1989,"1989-11-01",61502,"GASTROPUS STYLIFER",69.57,,
"BM",1,1989,"1989-11-01",61702,"KELLICOTTIA LONGISPINA",2.02,,
"BM",1,1989,"1989-11-01",61801,"KERATELLA COCHLEARIS",26.21,,
"BM",1,1989,"1989-11-01",61803,"KERATELLA CRASSA",1.01,,
"BM",1,1989,"1989-11-01",63001,"POLYARTHRA DOLICHOPTERA",1.01,,
"BM",1,1989,"1989-11-01",63004,"POLYARTHRA REMATA",6.05,,
"BM",1,1989,"1989-11-01",63005,"POLYARTHRA VULGARIS",35.29,,
"BM",1,1989,"1989-11-01",63400,"SYNCHAETA",1.01,,
"BM",1,1989,"1989-11-14",10000,"COPEPOD NAUPLII",43.54,,
"BM",1,1989,"1989-11-14",20302,"DIACYCLOPS THOMASI",14.2,,
"BM",1,1989,"1989-11-14",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",4.73,,
"BM",1,1989,"1989-11-14",30402,"LEPTODIAPTOMUS MINUTUS",0.95,,
"BM",1,1989,"1989-11-14",30801,"SKISTODIAPTOMUS OREGONENSIS",3.79,,
"BM",1,1989,"1989-11-14",50700,"BOSMINIDAE",2.84,,
"BM",1,1989,"1989-11-14",51103,"DAPHNIA MENDOTAE",2.84,,
"BM",1,1989,"1989-11-14",60900,"CONOCHILUS",13.25,,
"BM",1,1989,"1989-11-14",61400,"FILINIA",0.95,,
"BM",1,1989,"1989-11-14",61502,"GASTROPUS STYLIFER",60.58,,
"BM",1,1989,"1989-11-14",61702,"KELLICOTTIA LONGISPINA",17.98,,
"BM",1,1989,"1989-11-14",61801,"KERATELLA COCHLEARIS",30.29,,
"BM",1,1989,"1989-11-14",61803,"KERATELLA CRASSA",2.84,,
"BM",1,1989,"1989-11-14",63004,"POLYARTHRA REMATA",1.89,,
"BM",1,1989,"1989-11-14",63005,"POLYARTHRA VULGARIS",36.91,,
"BM",1,1989,"1989-11-14",63400,"SYNCHAETA",9.47,,
"BM",1,1989,"1989-11-14",63600,"TRICHOCERCA",0.95,,
"BM",1,1990,"1990-01-23",10000,"COPEPOD NAUPLII",38.5,,
"BM",1,1990,"1990-01-23",20302,"DIACYCLOPS THOMASI",4.2,,
"BM",1,1990,"1990-01-23",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1,,
"BM",1,1990,"1990-01-23",30801,"SKISTODIAPTOMUS OREGONENSIS",2,,
"BM",1,1990,"1990-01-23",50700,"BOSMINIDAE",1,,
"BM",1,1990,"1990-01-23",51102,"DAPHNIA DUBIA",1,,
"BM",1,1990,"1990-01-23",60900,"CONOCHILUS",2.1,,
"BM",1,1990,"1990-01-23",61501,"GASTROPUS HYPTOPUS",3.1,,
"BM",1,1990,"1990-01-23",61502,"GASTROPUS STYLIFER",7.3,,
"BM",1,1990,"1990-01-23",61702,"KELLICOTTIA LONGISPINA",3.1,,
"BM",1,1990,"1990-01-23",61803,"KERATELLA CRASSA",3.1,,
"BM",1,1990,"1990-01-23",61804,"KERATELLA EARLINAE",45.8,,
"BM",1,1990,"1990-01-23",61805,"KERATELLA HIEMALIS",1,,
"BM",1,1990,"1990-01-23",63003,"POLYARTHRA MAJOR",2.1,,
"BM",1,1990,"1990-01-23",63004,"POLYARTHRA REMATA",2.1,,
"BM",1,1990,"1990-01-23",63005,"POLYARTHRA VULGARIS",3.1,,
"BM",1,1990,"1990-02-20",10000,"COPEPOD NAUPLII",32,,
"BM",1,1990,"1990-02-20",20302,"DIACYCLOPS THOMASI",4,,
"BM",1,1990,"1990-02-20",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",2,,
"BM",1,1990,"1990-02-20",30801,"SKISTODIAPTOMUS OREGONENSIS",1,,
"BM",1,1990,"1990-02-20",51102,"DAPHNIA DUBIA",1,,
"BM",1,1990,"1990-02-20",60900,"CONOCHILUS",3,,
"BM",1,1990,"1990-02-20",61501,"GASTROPUS HYPTOPUS",4,,
"BM",1,1990,"1990-02-20",61502,"GASTROPUS STYLIFER",7,,
"BM",1,1990,"1990-02-20",61702,"KELLICOTTIA LONGISPINA",12,,
"BM",1,1990,"1990-02-20",61804,"KERATELLA EARLINAE",53.1,,
"BM",1,1990,"1990-02-20",61806,"KERATELLA QUADRATA",1,,
"BM",1,1990,"1990-02-20",63005,"POLYARTHRA VULGARIS",5,,
"BM",1,1990,"1990-05-01",10000,"COPEPOD NAUPLII",59.9,,
"BM",1,1990,"1990-05-01",20000,"CYCLOPOID",2.6,,
"BM",1,1990,"1990-05-01",20302,"DIACYCLOPS THOMASI",21.1,,
"BM",1,1990,"1990-05-01",20601,"MESOCYCLOPS EDAX",0.5,,
"BM",1,1990,"1990-05-01",30201,"EPISCHURA LACUSTRIS",1.6,,
"BM",1,1990,"1990-05-01",51100,"DAPHNIA",1.1,,
"BM",1,1990,"1990-05-01",51103,"DAPHNIA MENDOTAE",2.1,,
"BM",1,1990,"1990-05-01",51801,"HOLOPEDIUM GIBBERUM",0.5,,
"BM",1,1990,"1990-05-01",60900,"CONOCHILUS",5.3,,
"BM",1,1990,"1990-05-01",61501,"GASTROPUS HYPTOPUS",28.4,,
"BM",1,1990,"1990-05-01",61702,"KELLICOTTIA LONGISPINA",42,,
"BM",1,1990,"1990-05-01",61801,"KERATELLA COCHLEARIS",14.7,,
"BM",1,1990,"1990-05-01",61804,"KERATELLA EARLINAE",94.5,,
"BM",1,1990,"1990-05-01",61806,"KERATELLA QUADRATA",1.1,,
"BM",1,1990,"1990-05-01",63001,"POLYARTHRA DOLICHOPTERA",150.2,,
"BM",1,1990,"1990-05-01",63004,"POLYARTHRA REMATA",1.1,,
"BM",1,1990,"1990-05-01",63005,"POLYARTHRA VULGARIS",13.7,,
"BM",1,1990,"1990-05-01",63400,"SYNCHAETA",51.5,,
"BM",1,1990,"1990-06-13",10000,"COPEPOD NAUPLII",24.2,,
"BM",1,1990,"1990-06-13",20000,"CYCLOPOID",0.5,,
"BM",1,1990,"1990-06-13",20302,"DIACYCLOPS THOMASI",3.6,,
"BM",1,1990,"1990-06-13",30000,"CALANOID",1,,
"BM",1,1990,"1990-06-13",30201,"EPISCHURA LACUSTRIS",0.5,,
"BM",1,1990,"1990-06-13",51103,"DAPHNIA MENDOTAE",0.5,,
"BM",1,1990,"1990-06-13",51130,"DAPHNIA PULICARIA",3.2,,
"BM",1,1990,"1990-06-13",51801,"HOLOPEDIUM GIBBERUM",0.5,,
"BM",1,1990,"1990-06-13",61702,"KELLICOTTIA LONGISPINA",0.5,,
"BM",1,1990,"1990-06-13",61804,"KERATELLA EARLINAE",13.7,,
"BM",1,1990,"1990-06-13",63001,"POLYARTHRA DOLICHOPTERA",0.5,,
"BM",1,1990,"1990-06-13",63004,"POLYARTHRA REMATA",5.3,,
"BM",1,1990,"1990-06-13",63005,"POLYARTHRA VULGARIS",3.7,,
"BM",1,1990,"1990-08-21",10000,"COPEPOD NAUPLII",94,,
"BM",1,1990,"1990-08-21",20000,"CYCLOPOID",4.2,,
"BM",1,1990,"1990-08-21",20302,"DIACYCLOPS THOMASI",5.8,,
"BM",1,1990,"1990-08-21",20601,"MESOCYCLOPS EDAX",1,,
"BM",1,1990,"1990-08-21",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",12.2,,
"BM",1,1990,"1990-08-21",30801,"SKISTODIAPTOMUS OREGONENSIS",5.8,,
"BM",1,1990,"1990-08-21",50700,"BOSMINIDAE",10,,
"BM",1,1990,"1990-08-21",51103,"DAPHNIA MENDOTAE",15.8,,
"BM",1,1990,"1990-08-21",51130,"DAPHNIA PULICARIA",0.5,,
"BM",1,1990,"1990-08-21",51202,"DIAPHANOSOMA BIRGEI",0.5,,
"BM",1,1990,"1990-08-21",60202,"ASCOMORPHA OVALIS",1.6,,
"BM",1,1990,"1990-08-21",60900,"CONOCHILUS",47.8,,
"BM",1,1990,"1990-08-21",61501,"GASTROPUS HYPTOPUS",0.5,,
"BM",1,1990,"1990-08-21",61502,"GASTROPUS STYLIFER",1.1,,
"BM",1,1990,"1990-08-21",61702,"KELLICOTTIA LONGISPINA",2.1,,
"BM",1,1990,"1990-08-21",61801,"KERATELLA COCHLEARIS",12.1,,
"BM",1,1990,"1990-08-21",61803,"KERATELLA CRASSA",8.4,,
"BM",1,1990,"1990-08-21",61804,"KERATELLA EARLINAE",2.6,,
"BM",1,1990,"1990-08-21",61808,"KERATELLA TAUROCEPHALA",0.5,,
"BM",1,1990,"1990-08-21",63003,"POLYARTHRA MAJOR",1.1,,
"BM",1,1990,"1990-08-21",63004,"POLYARTHRA REMATA",10,,
"BM",1,1990,"1990-08-21",63005,"POLYARTHRA VULGARIS",21,,
"BM",1,1990,"1990-08-21",63602,"TRICHOCERCA BIROSTRIS",0.5,,
"BM",1,1990,"1990-08-21",63603,"TRICHOCERCA CYLINDRICA",0.5,,
"BM",1,1990,"1990-11-14",10000,"COPEPOD NAUPLII",33.1,,
"BM",1,1990,"1990-11-14",20000,"CYCLOPOID",1.6,,
"BM",1,1990,"1990-11-14",20302,"DIACYCLOPS THOMASI",2.6,,
"BM",1,1990,"1990-11-14",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.6,,
"BM",1,1990,"1990-11-14",30801,"SKISTODIAPTOMUS OREGONENSIS",2.1,,
"BM",1,1990,"1990-11-14",50700,"BOSMINIDAE",11.6,,
"BM",1,1990,"1990-11-14",51103,"DAPHNIA MENDOTAE",3.1,,
"BM",1,1990,"1990-11-14",51130,"DAPHNIA PULICARIA",11,,
"BM",1,1990,"1990-11-14",60900,"CONOCHILUS",9.5,,
"BM",1,1990,"1990-11-14",61501,"GASTROPUS HYPTOPUS",14.7,,
"BM",1,1990,"1990-11-14",61502,"GASTROPUS STYLIFER",3.7,,
"BM",1,1990,"1990-11-14",61702,"KELLICOTTIA LONGISPINA",3.2,,
"BM",1,1990,"1990-11-14",61801,"KERATELLA COCHLEARIS",10,,
"BM",1,1990,"1990-11-14",61803,"KERATELLA CRASSA",8.9,,
"BM",1,1990,"1990-11-14",61804,"KERATELLA EARLINAE",22.6,,
"BM",1,1990,"1990-11-14",63004,"POLYARTHRA REMATA",35.2,,
"BM",1,1990,"1990-11-14",63005,"POLYARTHRA VULGARIS",55.7,,
"BM",1,1990,"1990-11-14",63400,"SYNCHAETA",24.2,,
"BM",1,1990,"1990-11-14",63602,"TRICHOCERCA BIROSTRIS",1.6,,
"BM",1,1991,"1991-02-21",10000,"COPEPOD NAUPLII",18.4,5,0.13
"BM",1,1991,"1991-02-21",20302,"DIACYCLOPS THOMASI",1.5,3,0.66
"BM",1,1991,"1991-02-21",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.6,3,0.45
"BM",1,1991,"1991-02-21",30801,"SKISTODIAPTOMUS OREGONENSIS",1.6,3,1.11
"BM",1,1991,"1991-02-21",51130,"DAPHNIA PULICARIA",3.2,5,1.74
"BM",1,1991,"1991-02-21",61502,"GASTROPUS STYLIFER",3.7,5,0.08
"BM",1,1991,"1991-02-21",61702,"KELLICOTTIA LONGISPINA",1.1,2,0.12
"BM",1,1991,"1991-02-21",61801,"KERATELLA COCHLEARIS",2.1,4,0.09
"BM",1,1991,"1991-02-21",61803,"KERATELLA CRASSA",5.3,5,0.13
"BM",1,1991,"1991-02-21",61804,"KERATELLA EARLINAE",3.7,5,0.11
"BM",1,1991,"1991-02-21",61806,"KERATELLA QUADRATA",0.5,1,0.12
"BM",1,1991,"1991-02-21",61808,"KERATELLA TAUROCEPHALA",0.5,1,0.12
"BM",1,1991,"1991-02-21",61904,"LECANE INERMIS",0.5,1,0.05
"BM",1,1991,"1991-02-21",63004,"POLYARTHRA REMATA",0.5,1,0.08
"BM",1,1991,"1991-02-21",63005,"POLYARTHRA VULGARIS",10,5,0.1
"BM",1,1991,"1991-02-21",63400,"SYNCHAETA",0.5,1,0.17
"BM",1,1991,"1991-05-06",10000,"COPEPOD NAUPLII",21.5,5,0.19
"BM",1,1991,"1991-05-06",20302,"DIACYCLOPS THOMASI",6.3,11,0.49
"BM",1,1991,"1991-05-06",51100,"DAPHNIA",1.1,,
"BM",1,1991,"1991-05-06",51130,"DAPHNIA PULICARIA",1.6,2,0.87
"BM",1,1991,"1991-05-06",60200,"ASCOMORPHA",8.4,5,0.11
"BM",1,1991,"1991-05-06",60900,"CONOCHILUS",0.5,1,0.09
"BM",1,1991,"1991-05-06",61502,"GASTROPUS STYLIFER",0.5,1,0.08
"BM",1,1991,"1991-05-06",61702,"KELLICOTTIA LONGISPINA",10,5,0.13
"BM",1,1991,"1991-05-06",61801,"KERATELLA COCHLEARIS",0.5,,
"BM",1,1991,"1991-05-06",61804,"KERATELLA EARLINAE",2.1,4,0.11
"BM",1,1991,"1991-05-06",61806,"KERATELLA QUADRATA",16.8,5,0.12
"BM",1,1991,"1991-05-06",62406,"MONOSTYLA LUNARIS",0.5,1,0.12
"BM",1,1991,"1991-05-06",63001,"POLYARTHRA DOLICHOPTERA",1.6,3,0.09
"BM",1,1991,"1991-05-06",63004,"POLYARTHRA REMATA",2.6,4,0.08
"BM",1,1991,"1991-05-06",63005,"POLYARTHRA VULGARIS",8.4,5,0.11
"BM",1,1991,"1991-05-06",63400,"SYNCHAETA",75.1,5,0.15
"BM",1,1991,"1991-06-17",10000,"COPEPOD NAUPLII",10,5,0.16
"BM",1,1991,"1991-06-17",20601,"MESOCYCLOPS EDAX",0.5,1,0.47
"BM",1,1991,"1991-06-17",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.5,1,0.51
"BM",1,1991,"1991-06-17",30400,"DIAPTOMID",1,2,0.49
"BM",1,1991,"1991-06-17",51130,"DAPHNIA PULICARIA",0.5,1,1.29
"BM",1,1991,"1991-06-17",51801,"HOLOPEDIUM GIBBERUM",0.5,1,0.9
"BM",1,1991,"1991-06-17",60201,"ASCOMORPHA ECAUDIS",3.7,5,0.12
"BM",1,1991,"1991-06-17",60300,"ASPLANCHNA",0.5,,
"BM",1,1991,"1991-06-17",60900,"CONOCHILUS",5.8,5,0.05
"BM",1,1991,"1991-06-17",61502,"GASTROPUS STYLIFER",1.1,2,0.07
"BM",1,1991,"1991-06-17",61702,"KELLICOTTIA LONGISPINA",3.7,5,0.14
"BM",1,1991,"1991-06-17",61806,"KERATELLA QUADRATA",1.1,2,0.13
"BM",1,1991,"1991-06-17",61808,"KERATELLA TAUROCEPHALA",0.5,1,0.1
"BM",1,1991,"1991-06-17",63004,"POLYARTHRA REMATA",3.2,5,0.07
"BM",1,1991,"1991-06-17",63005,"POLYARTHRA VULGARIS",47.3,5,0.09
"BM",1,1991,"1991-06-17",63602,"TRICHOCERCA BIROSTRIS",1.6,3,0.08
"BM",1,1991,"1991-08-27",10000,"COPEPOD NAUPLII",21,5,0.19
