Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,<Default Method>
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"August 14, 2024 2:45 PM"

Scan Mode:,,,Abs
Start Wavelength:,,,200.0 nm
End Wavelength:,,,800.0 nm
Wavelength Interval:,,,1.0 nm
Scan Speed:,,,1200 nm/min

,Sample Name,,Description
1,BLANK,,
2,CR,,
3,SP,,
4,BM,,
5,TR,,
6,AL,,
7,CB,,
8,TB,,

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7,Abs 8
493.0,-0.0003,0.0013,0.0023,0.0036,0.0012,0.0056,0.0577,0.2244
494.0,-0.0004,0.0013,0.0023,0.0036,0.0012,0.0054,0.0572,0.2222
495.0,-0.0004,0.0013,0.0022,0.0036,0.0012,0.0054,0.0567,0.2198
496.0,-0.0004,0.0013,0.0022,0.0036,0.0012,0.0052,0.0562,0.2177
497.0,-0.0003,0.0013,0.0021,0.0036,0.0012,0.0051,0.0558,0.2155
498.0,-0.0003,0.0013,0.0021,0.0036,0.0011,0.0051,0.0553,0.2134
499.0,-0.0003,0.0013,0.0020,0.0035,0.0011,0.0049,0.0548,0.2112
500.0,-0.0003,0.0012,0.0020,0.0035,0.0011,0.0048,0.0543,0.2092
501.0,-0.0003,0.0012,0.0020,0.0035,0.0010,0.0048,0.0539,0.2071
502.0,-0.0003,0.0012,0.0019,0.0035,0.0011,0.0047,0.0535,0.2051
503.0,-0.0003,0.0012,0.0020,0.0035,0.0011,0.0046,0.0530,0.2030
504.0,-0.0003,0.0012,0.0019,0.0035,0.0010,0.0045,0.0526,0.2011
505.0,-0.0003,0.0012,0.0019,0.0035,0.0010,0.0044,0.0521,0.1990
506.0,-0.0003,0.0013,0.0018,0.0034,0.0010,0.0043,0.0517,0.1972
507.0,-0.0003,0.0012,0.0018,0.0034,0.0010,0.0042,0.0513,0.1952
508.0,-0.0003,0.0012,0.0018,0.0035,0.0010,0.0042,0.0509,0.1934
509.0,-0.0004,0.0012,0.0017,0.0034,0.0010,0.0041,0.0503,0.1913
510.0,-0.0003,0.0012,0.0017,0.0034,0.0010,0.0040,0.0500,0.1896
511.0,-0.0003,0.0012,0.0017,0.0034,0.0010,0.0039,0.0495,0.1877
512.0,-0.0003,0.0011,0.0016,0.0033,0.0009,0.0038,0.0491,0.1859
513.0,-0.0003,0.0012,0.0016,0.0034,0.0010,0.0038,0.0487,0.1841
514.0,-0.0003,0.0012,0.0015,0.0033,0.0009,0.0037,0.0483,0.1823
515.0,-0.0004,0.0012,0.0015,0.0033,0.0009,0.0036,0.0478,0.1804
516.0,-0.0003,0.0011,0.0015,0.0033,0.0009,0.0035,0.0475,0.1788
517.0,-0.0003,0.0011,0.0014,0.0033,0.0009,0.0034,0.0470,0.1770
518.0,-0.0003,0.0011,0.0014,0.0033,0.0009,0.0033,0.0467,0.1754
519.0,-0.0003,0.0011,0.0014,0.0033,0.0008,0.0033,0.0462,0.1736
520.0,-0.0003,0.0011,0.0014,0.0033,0.0009,0.0032,0.0459,0.1720
521.0,-0.0003,0.0011,0.0013,0.0033,0.0008,0.0031,0.0455,0.1703
522.0,-0.0004,0.0011,0.0012,0.0032,0.0008,0.0030,0.0451,0.1688
523.0,-0.0004,0.0011,0.0013,0.0032,0.0008,0.0030,0.0448,0.1670
524.0,-0.0003,0.0010,0.0012,0.0032,0.0008,0.0029,0.0444,0.1654
525.0,-0.0004,0.0010,0.0012,0.0032,0.0007,0.0028,0.0440,0.1639
526.0,-0.0004,0.0010,0.0011,0.0032,0.0008,0.0028,0.0436,0.1623
527.0,-0.0004,0.0010,0.0011,0.0032,0.0007,0.0027,0.0433,0.1608
528.0,-0.0004,0.0010,0.0011,0.0031,0.0007,0.0026,0.0429,0.1592
529.0,-0.0003,0.0010,0.0011,0.0032,0.0007,0.0026,0.0425,0.1578
530.0,-0.0003,0.0010,0.0010,0.0031,0.0007,0.0025,0.0422,0.1563
531.0,-0.0004,0.0010,0.0010,0.0031,0.0007,0.0024,0.0419,0.1549
532.0,-0.0004,0.0009,0.0009,0.0031,0.0006,0.0024,0.0415,0.1534
533.0,-0.0003,0.0010,0.0010,0.0031,0.0007,0.0023,0.0412,0.1521
534.0,-0.0003,0.0010,0.0009,0.0031,0.0007,0.0022,0.0409,0.1506
535.0,-0.0003,0.0009,0.0009,0.0031,0.0006,0.0022,0.0405,0.1491
536.0,-0.0003,0.0009,0.0009,0.0031,0.0007,0.0021,0.0403,0.1478
537.0,-0.0003,0.0009,0.0009,0.0031,0.0007,0.0021,0.0399,0.1464
538.0,-0.0004,0.0009,0.0008,0.0031,0.0006,0.0020,0.0396,0.1451
539.0,-0.0004,0.0009,0.0008,0.0030,0.0006,0.0019,0.0393,0.1437
540.0,-0.0004,0.0009,0.0008,0.0030,0.0006,0.0019,0.0390,0.1424
541.0,-0.0004,0.0008,0.0007,0.0030,0.0005,0.0018,0.0386,0.1410
542.0,-0.0003,0.0008,0.0007,0.0030,0.0006,0.0018,0.0384,0.1398
543.0,-0.0004,0.0008,0.0007,0.0030,0.0006,0.0017,0.0381,0.1385
544.0,-0.0004,0.0009,0.0007,0.0030,0.0006,0.0017,0.0377,0.1372
545.0,-0.0004,0.0008,0.0007,0.0030,0.0006,0.0017,0.0375,0.1360
546.0,-0.0004,0.0008,0.0006,0.0030,0.0006,0.0016,0.0372,0.1347
547.0,-0.0004,0.0008,0.0006,0.0030,0.0006,0.0016,0.0369,0.1335
548.0,-0.0003,0.0008,0.0006,0.0030,0.0006,0.0015,0.0366,0.1323
549.0,-0.0004,0.0008,0.0006,0.0030,0.0006,0.0015,0.0364,0.1312
550.0,-0.0004,0.0008,0.0006,0.0029,0.0005,0.0014,0.0360,0.1299
551.0,-0.0004,0.0008,0.0005,0.0030,0.0005,0.0014,0.0358,0.1286
552.0,-0.0004,0.0007,0.0005,0.0029,0.0005,0.0013,0.0355,0.1276
553.0,-0.0004,0.0007,0.0005,0.0029,0.0005,0.0013,0.0352,0.1264
554.0,-0.0004,0.0007,0.0005,0.0029,0.0005,0.0012,0.0349,0.1254
555.0,-0.0004,0.0007,0.0004,0.0029,0.0004,0.0012,0.0348,0.1248
556.0,-0.0001,0.0012,0.0021,0.0048,0.0032,0.0039,0.0373,0.1259
557.0,-0.0001,0.0011,0.0020,0.0047,0.0031,0.0038,0.0370,0.1248
558.0,-0.0001,0.0011,0.0020,0.0047,0.0031,0.0037,0.0367,0.1237
559.0,-0.0001,0.0011,0.0019,0.0047,0.0031,0.0036,0.0364,0.1226
560.0,-0.0001,0.0011,0.0019,0.0046,0.0030,0.0036,0.0360,0.1214
561.0,-0.0001,0.0010,0.0019,0.0046,0.0030,0.0035,0.0357,0.1203
562.0,-0.0001,0.0011,0.0019,0.0046,0.0030,0.0035,0.0354,0.1192
563.0,-0.0001,0.0011,0.0019,0.0046,0.0030,0.0034,0.0351,0.1180
564.0,-0.0000,0.0011,0.0018,0.0046,0.0030,0.0034,0.0349,0.1171
565.0,-0.0000,0.0011,0.0018,0.0046,0.0030,0.0033,0.0346,0.1160
566.0,-0.0000,0.0011,0.0017,0.0045,0.0029,0.0032,0.0343,0.1149
567.0,-0.0001,0.0010,0.0017,0.0045,0.0029,0.0032,0.0340,0.1140
568.0,0.0000,0.0011,0.0017,0.0046,0.0029,0.0032,0.0338,0.1130
569.0,0.0000,0.0011,0.0017,0.0046,0.0030,0.0031,0.0336,0.1121
570.0,0.0000,0.0011,0.0017,0.0046,0.0029,0.0030,0.0333,0.1111
571.0,0.0000,0.0011,0.0017,0.0046,0.0030,0.0030,0.0331,0.1101
572.0,0.0000,0.0011,0.0016,0.0045,0.0029,0.0030,0.0328,0.1091
573.0,0.0000,0.0011,0.0016,0.0045,0.0030,0.0029,0.0326,0.1082
574.0,0.0000,0.0010,0.0016,0.0045,0.0029,0.0029,0.0323,0.1073
575.0,0.0001,0.0011,0.0016,0.0045,0.0029,0.0029,0.0321,0.1064
576.0,0.0000,0.0010,0.0016,0.0045,0.0029,0.0028,0.0318,0.1054
577.0,0.0000,0.0010,0.0016,0.0045,0.0029,0.0028,0.0316,0.1045
578.0,-0.0000,0.0010,0.0015,0.0045,0.0029,0.0027,0.0313,0.1036
579.0,0.0000,0.0010,0.0015,0.0044,0.0028,0.0027,0.0311,0.1027
580.0,0.0000,0.0010,0.0015,0.0044,0.0028,0.0027,0.0309,0.1019
581.0,0.0000,0.0010,0.0015,0.0044,0.0028,0.0026,0.0307,0.1010
582.0,0.0000,0.0010,0.0015,0.0044,0.0028,0.0026,0.0305,0.1002
583.0,0.0001,0.0010,0.0015,0.0044,0.0029,0.0026,0.0303,0.0994
584.0,0.0000,0.0010,0.0015,0.0044,0.0028,0.0026,0.0300,0.0985
585.0,0.0000,0.0010,0.0015,0.0044,0.0028,0.0025,0.0299,0.0977
586.0,0.0001,0.0010,0.0014,0.0044,0.0029,0.0025,0.0296,0.0968
587.0,0.0001,0.0010,0.0014,0.0044,0.0028,0.0024,0.0294,0.0960
588.0,0.0001,0.0010,0.0014,0.0044,0.0028,0.0024,0.0292,0.0953
589.0,0.0001,0.0009,0.0014,0.0043,0.0028,0.0024,0.0290,0.0944
590.0,0.0000,0.0009,0.0014,0.0043,0.0028,0.0023,0.0287,0.0936
591.0,0.0001,0.0010,0.0014,0.0044,0.0028,0.0023,0.0285,0.0929
592.0,0.0001,0.0010,0.0014,0.0043,0.0028,0.0023,0.0283,0.0921
593.0,0.0000,0.0010,0.0013,0.0043,0.0027,0.0022,0.0280,0.0913
594.0,0.0000,0.0009,0.0013,0.0043,0.0028,0.0022,0.0279,0.0905
595.0,0.0000,0.0009,0.0013,0.0043,0.0027,0.0022,0.0276,0.0898
596.0,-0.0000,0.0009,0.0012,0.0042,0.0027,0.0021,0.0274,0.0889
597.0,0.0001,0.0009,0.0013,0.0042,0.0027,0.0021,0.0272,0.0883
598.0,0.0001,0.0010,0.0013,0.0043,0.0028,0.0021,0.0270,0.0876
599.0,0.0000,0.0009,0.0013,0.0043,0.0027,0.0021,0.0268,0.0867
600.0,0.0001,0.0009,0.0013,0.0042,0.0027,0.0020,0.0266,0.0861
601.0,0.0000,0.0009,0.0012,0.0042,0.0027,0.0020,0.0263,0.0853
602.0,0.0000,0.0009,0.0012,0.0042,0.0027,0.0020,0.0261,0.0845
603.0,0.0000,0.0009,0.0012,0.0042,0.0027,0.0019,0.0259,0.0839
604.0,0.0000,0.0009,0.0012,0.0042,0.0027,0.0019,0.0257,0.0831
605.0,0.0000,0.0009,0.0011,0.0042,0.0026,0.0019,0.0254,0.0824
606.0,-0.0000,0.0008,0.0011,0.0041,0.0026,0.0018,0.0252,0.0817
607.0,0.0000,0.0009,0.0011,0.0042,0.0027,0.0018,0.0250,0.0810
608.0,-0.0000,0.0008,0.0011,0.0041,0.0026,0.0018,0.0248,0.0803
609.0,0.0000,0.0008,0.0011,0.0042,0.0026,0.0018,0.0247,0.0797
610.0,0.0000,0.0008,0.0011,0.0042,0.0026,0.0017,0.0244,0.0790
611.0,-0.0000,0.0008,0.0011,0.0041,0.0026,0.0017,0.0242,0.0783
612.0,-0.0000,0.0008,0.0011,0.0041,0.0026,0.0017,0.0240,0.0776
613.0,-0.0000,0.0008,0.0010,0.0041,0.0026,0.0017,0.0238,0.0770
614.0,0.0000,0.0008,0.0010,0.0041,0.0026,0.0016,0.0236,0.0762
615.0,-0.0000,0.0008,0.0010,0.0041,0.0026,0.0016,0.0234,0.0756
616.0,0.0000,0.0008,0.0010,0.0040,0.0026,0.0016,0.0233,0.0750
617.0,0.0000,0.0008,0.0010,0.0040,0.0026,0.0016,0.0231,0.0743
618.0,-0.0000,0.0008,0.0010,0.0040,0.0026,0.0015,0.0228,0.0736
619.0,-0.0000,0.0008,0.0010,0.0040,0.0026,0.0015,0.0227,0.0731
620.0,-0.0000,0.0008,0.0009,0.0040,0.0026,0.0015,0.0224,0.0724
621.0,-0.0000,0.0007,0.0009,0.0040,0.0026,0.0015,0.0223,0.0718
622.0,0.0000,0.0007,0.0009,0.0040,0.0026,0.0015,0.0221,0.0712
623.0,-0.0000,0.0008,0.0009,0.0040,0.0026,0.0014,0.0219,0.0705
624.0,-0.0000,0.0007,0.0009,0.0040,0.0025,0.0014,0.0217,0.0699
625.0,-0.0000,0.0007,0.0008,0.0040,0.0025,0.0014,0.0215,0.0693
626.0,-0.0001,0.0007,0.0008,0.0040,0.0025,0.0014,0.0213,0.0686
627.0,-0.0000,0.0007,0.0009,0.0040,0.0026,0.0014,0.0212,0.0681
628.0,-0.0000,0.0007,0.0008,0.0040,0.0025,0.0013,0.0210,0.0675
629.0,-0.0001,0.0007,0.0008,0.0039,0.0025,0.0013,0.0208,0.0669
630.0,-0.0000,0.0007,0.0008,0.0039,0.0025,0.0013,0.0206,0.0664
631.0,-0.0000,0.0006,0.0008,0.0039,0.0025,0.0013,0.0205,0.0658
632.0,-0.0000,0.0006,0.0008,0.0039,0.0025,0.0013,0.0203,0.0652
633.0,-0.0000,0.0006,0.0008,0.0039,0.0025,0.0013,0.0201,0.0647
634.0,-0.0000,0.0006,0.0008,0.0039,0.0025,0.0012,0.0200,0.0641
635.0,-0.0001,0.0006,0.0008,0.0039,0.0025,0.0012,0.0197,0.0635
636.0,0.0000,0.0007,0.0008,0.0040,0.0025,0.0012,0.0196,0.0630
637.0,0.0000,0.0006,0.0008,0.0039,0.0025,0.0012,0.0194,0.0625
638.0,-0.0000,0.0006,0.0007,0.0039,0.0025,0.0012,0.0193,0.0619
639.0,-0.0001,0.0006,0.0007,0.0039,0.0025,0.0012,0.0190,0.0614
640.0,-0.0000,0.0006,0.0007,0.0039,0.0025,0.0012,0.0189,0.0609
641.0,-0.0000,0.0006,0.0008,0.0039,0.0025,0.0011,0.0188,0.0603
642.0,-0.0000,0.0006,0.0007,0.0039,0.0025,0.0011,0.0186,0.0599
643.0,-0.0000,0.0006,0.0007,0.0039,0.0025,0.0011,0.0185,0.0593
644.0,-0.0000,0.0006,0.0007,0.0039,0.0025,0.0011,0.0183,0.0588
645.0,-0.0000,0.0006,0.0008,0.0039,0.0025,0.0011,0.0182,0.0583
646.0,-0.0000,0.0005,0.0007,0.0038,0.0025,0.0010,0.0180,0.0579
647.0,-0.0000,0.0006,0.0007,0.0039,0.0025,0.0011,0.0178,0.0574
648.0,-0.0000,0.0005,0.0007,0.0039,0.0025,0.0011,0.0177,0.0569
649.0,-0.0000,0.0006,0.0007,0.0039,0.0025,0.0011,0.0176,0.0565
650.0,-0.0000,0.0005,0.0007,0.0039,0.0025,0.0011,0.0174,0.0559
651.0,-0.0000,0.0005,0.0007,0.0039,0.0025,0.0010,0.0173,0.0555
652.0,0.0000,0.0006,0.0007,0.0039,0.0025,0.0010,0.0172,0.0551
653.0,-0.0001,0.0005,0.0007,0.0038,0.0025,0.0010,0.0170,0.0546
654.0,-0.0000,0.0005,0.0007,0.0039,0.0025,0.0010,0.0169,0.0542
655.0,-0.0000,0.0005,0.0007,0.0039,0.0025,0.0010,0.0168,0.0538
656.0,-0.0001,0.0005,0.0007,0.0039,0.0025,0.0010,0.0166,0.0533
657.0,-0.0000,0.0006,0.0007,0.0040,0.0025,0.0011,0.0165,0.0529
658.0,-0.0000,0.0006,0.0007,0.0039,0.0025,0.0011,0.0164,0.0525
659.0,-0.0000,0.0006,0.0007,0.0039,0.0025,0.0011,0.0163,0.0521
660.0,0.0000,0.0006,0.0007,0.0040,0.0026,0.0010,0.0161,0.0517
661.0,-0.0000,0.0005,0.0007,0.0039,0.0025,0.0010,0.0160,0.0513
662.0,-0.0000,0.0005,0.0007,0.0039,0.0025,0.0010,0.0159,0.0509
663.0,-0.0000,0.0006,0.0007,0.0039,0.0026,0.0011,0.0158,0.0505
664.0,-0.0000,0.0006,0.0007,0.0040,0.0026,0.0010,0.0156,0.0501
665.0,-0.0001,0.0006,0.0007,0.0039,0.0025,0.0011,0.0155,0.0497
666.0,-0.0001,0.0006,0.0007,0.0039,0.0026,0.0011,0.0154,0.0493
667.0,-0.0001,0.0006,0.0007,0.0039,0.0026,0.0010,0.0153,0.0488
668.0,-0.0000,0.0007,0.0007,0.0040,0.0026,0.0011,0.0151,0.0485
669.0,-0.0000,0.0007,0.0007,0.0039,0.0026,0.0010,0.0150,0.0480
670.0,-0.0001,0.0007,0.0006,0.0040,0.0025,0.0011,0.0149,0.0476
671.0,-0.0001,0.0007,0.0006,0.0039,0.0026,0.0011,0.0148,0.0472
672.0,-0.0001,0.0006,0.0006,0.0040,0.0025,0.0011,0.0147,0.0468
673.0,-0.0001,0.0006,0.0007,0.0040,0.0026,0.0011,0.0146,0.0465
674.0,-0.0001,0.0006,0.0006,0.0040,0.0026,0.0011,0.0145,0.0461
675.0,-0.0001,0.0006,0.0006,0.0039,0.0026,0.0011,0.0144,0.0457
676.0,-0.0001,0.0007,0.0007,0.0039,0.0026,0.0011,0.0143,0.0453
677.0,-0.0001,0.0007,0.0006,0.0039,0.0026,0.0010,0.0142,0.0449
678.0,-0.0001,0.0007,0.0006,0.0039,0.0026,0.0011,0.0141,0.0444
679.0,-0.0001,0.0006,0.0006,0.0039,0.0025,0.0011,0.0139,0.0440
680.0,-0.0001,0.0006,0.0006,0.0039,0.0025,0.0011,0.0138,0.0436
681.0,-0.0001,0.0006,0.0006,0.0039,0.0026,0.0011,0.0138,0.0432
682.0,-0.0001,0.0006,0.0006,0.0039,0.0026,0.0011,0.0137,0.0428
683.0,-0.0001,0.0005,0.0006,0.0039,0.0026,0.0010,0.0135,0.0424
684.0,-0.0001,0.0006,0.0006,0.0039,0.0025,0.0011,0.0134,0.0419
685.0,-0.0001,0.0005,0.0006,0.0038,0.0026,0.0011,0.0133,0.0415
686.0,-0.0001,0.0005,0.0006,0.0038,0.0025,0.0010,0.0132,0.0411
687.0,-0.0001,0.0006,0.0006,0.0038,0.0026,0.0010,0.0131,0.0407
688.0,-0.0001,0.0005,0.0005,0.0038,0.0026,0.0010,0.0130,0.0403
689.0,-0.0002,0.0005,0.0005,0.0038,0.0025,0.0010,0.0129,0.0400
690.0,-0.0001,0.0005,0.0005,0.0039,0.0026,0.0011,0.0128,0.0396
691.0,-0.0001,0.0005,0.0005,0.0038,0.0025,0.0010,0.0127,0.0392
692.0,-0.0001,0.0005,0.0005,0.0037,0.0025,0.0010,0.0126,0.0388
693.0,-0.0001,0.0005,0.0005,0.0037,0.0026,0.0010,0.0125,0.0385
694.0,-0.0001,0.0005,0.0005,0.0037,0.0025,0.0010,0.0124,0.0381
695.0,-0.0001,0.0005,0.0005,0.0037,0.0025,0.0011,0.0123,0.0377
696.0,-0.0001,0.0005,0.0005,0.0037,0.0025,0.0011,0.0122,0.0373
697.0,-0.0001,0.0005,0.0005,0.0038,0.0025,0.0011,0.0121,0.0370
698.0,-0.0001,0.0005,0.0005,0.0037,0.0025,0.0010,0.0120,0.0367
699.0,-0.0001,0.0005,0.0004,0.0037,0.0025,0.0010,0.0119,0.0363
700.0,-0.0001,0.0005,0.0005,0.0037,0.0025,0.0010,0.0117,0.0360
701.0,-0.0001,0.0005,0.0004,0.0037,0.0025,0.0010,0.0117,0.0357
702.0,-0.0001,0.0005,0.0004,0.0037,0.0025,0.0010,0.0116,0.0353
703.0,-0.0001,0.0005,0.0004,0.0037,0.0025,0.0010,0.0115,0.0350
704.0,-0.0001,0.0005,0.0004,0.0037,0.0025,0.0010,0.0114,0.0347
705.0,-0.0001,0.0005,0.0004,0.0037,0.0025,0.0010,0.0113,0.0343
706.0,-0.0001,0.0005,0.0004,0.0037,0.0025,0.0011,0.0113,0.0340
707.0,-0.0001,0.0005,0.0004,0.0037,0.0025,0.0010,0.0111,0.0337
708.0,-0.0001,0.0005,0.0004,0.0037,0.0025,0.0010,0.0111,0.0334
709.0,-0.0001,0.0005,0.0004,0.0036,0.0024,0.0010,0.0109,0.0331
710.0,-0.0001,0.0005,0.0004,0.0036,0.0025,0.0010,0.0109,0.0328
711.0,-0.0001,0.0005,0.0004,0.0037,0.0025,0.0010,0.0108,0.0325
712.0,-0.0001,0.0006,0.0004,0.0037,0.0025,0.0010,0.0107,0.0322
713.0,-0.0001,0.0005,0.0004,0.0036,0.0025,0.0010,0.0106,0.0319
714.0,-0.0001,0.0005,0.0004,0.0037,0.0024,0.0010,0.0106,0.0316
715.0,-0.0001,0.0006,0.0004,0.0037,0.0024,0.0011,0.0104,0.0313
716.0,-0.0001,0.0006,0.0003,0.0036,0.0025,0.0010,0.0104,0.0310
717.0,-0.0001,0.0006,0.0003,0.0037,0.0024,0.0011,0.0102,0.0307
718.0,-0.0001,0.0005,0.0003,0.0036,0.0025,0.0010,0.0101,0.0304
719.0,-0.0001,0.0005,0.0003,0.0036,0.0024,0.0010,0.0100,0.0301
720.0,-0.0001,0.0006,0.0004,0.0037,0.0025,0.0011,0.0100,0.0299
721.0,-0.0001,0.0005,0.0003,0.0037,0.0025,0.0011,0.0098,0.0296
722.0,-0.0001,0.0006,0.0004,0.0037,0.0025,0.0010,0.0098,0.0293
723.0,-0.0001,0.0005,0.0004,0.0037,0.0025,0.0011,0.0097,0.0290
724.0,-0.0000,0.0006,0.0003,0.0037,0.0025,0.0011,0.0096,0.0287
725.0,-0.0001,0.0006,0.0003,0.0037,0.0026,0.0011,0.0095,0.0285
726.0,-0.0001,0.0005,0.0003,0.0036,0.0025,0.0010,0.0094,0.0282
727.0,-0.0001,0.0005,0.0003,0.0037,0.0025,0.0011,0.0093,0.0280
728.0,-0.0001,0.0005,0.0003,0.0036,0.0026,0.0011,0.0092,0.0277
729.0,-0.0000,0.0006,0.0003,0.0037,0.0026,0.0011,0.0091,0.0275
730.0,0.0000,0.0006,0.0003,0.0037,0.0026,0.0011,0.0091,0.0272
731.0,0.0000,0.0006,0.0003,0.0037,0.0026,0.0011,0.0089,0.0269
732.0,0.0000,0.0005,0.0003,0.0037,0.0026,0.0011,0.0089,0.0267
733.0,0.0000,0.0005,0.0004,0.0037,0.0026,0.0011,0.0088,0.0265
734.0,0.0000,0.0005,0.0003,0.0036,0.0026,0.0011,0.0087,0.0263
735.0,0.0000,0.0006,0.0005,0.0039,0.0030,0.0013,0.0092,0.0267
736.0,0.0000,0.0006,0.0005,0.0039,0.0029,0.0013,0.0091,0.0264
737.0,0.0000,0.0006,0.0005,0.0039,0.0029,0.0013,0.0090,0.0262
738.0,0.0000,0.0006,0.0005,0.0038,0.0029,0.0013,0.0089,0.0259
739.0,0.0000,0.0005,0.0004,0.0038,0.0028,0.0012,0.0088,0.0256
740.0,0.0000,0.0006,0.0004,0.0038,0.0028,0.0012,0.0087,0.0254
741.0,0.0000,0.0005,0.0004,0.0038,0.0028,0.0011,0.0087,0.0252
742.0,0.0000,0.0005,0.0004,0.0038,0.0028,0.0011,0.0086,0.0250
743.0,0.0000,0.0005,0.0004,0.0037,0.0028,0.0011,0.0086,0.0247
744.0,0.0000,0.0005,0.0003,0.0037,0.0027,0.0010,0.0084,0.0245
745.0,-0.0000,0.0005,0.0004,0.0037,0.0027,0.0010,0.0083,0.0243
746.0,0.0000,0.0005,0.0003,0.0037,0.0027,0.0010,0.0083,0.0241
747.0,0.0000,0.0005,0.0004,0.0037,0.0027,0.0010,0.0082,0.0238
748.0,0.0000,0.0005,0.0003,0.0037,0.0026,0.0009,0.0082,0.0236
749.0,-0.0000,0.0005,0.0003,0.0036,0.0027,0.0009,0.0081,0.0234
750.0,-0.0000,0.0006,0.0003,0.0037,0.0026,0.0009,0.0080,0.0232
751.0,0.0000,0.0006,0.0004,0.0037,0.0026,0.0010,0.0080,0.0231
752.0,0.0001,0.0006,0.0004,0.0037,0.0027,0.0009,0.0079,0.0228
753.0,0.0000,0.0005,0.0003,0.0037,0.0026,0.0009,0.0078,0.0226
754.0,-0.0000,0.0006,0.0004,0.0036,0.0026,0.0009,0.0077,0.0224
755.0,0.0000,0.0006,0.0004,0.0036,0.0025,0.0009,0.0076,0.0222
756.0,-0.0000,0.0005,0.0003,0.0036,0.0025,0.0008,0.0076,0.0220
757.0,-0.0000,0.0005,0.0003,0.0036,0.0025,0.0008,0.0075,0.0218
758.0,0.0000,0.0006,0.0003,0.0036,0.0025,0.0009,0.0075,0.0216
759.0,-0.0000,0.0005,0.0003,0.0036,0.0025,0.0008,0.0074,0.0215
760.0,-0.0000,0.0005,0.0003,0.0035,0.0025,0.0008,0.0073,0.0213
761.0,-0.0001,0.0005,0.0003,0.0036,0.0025,0.0009,0.0074,0.0211
762.0,0.0000,0.0005,0.0003,0.0035,0.0025,0.0008,0.0072,0.0209
763.0,-0.0000,0.0005,0.0003,0.0035,0.0025,0.0007,0.0071,0.0207
764.0,0.0000,0.0006,0.0003,0.0036,0.0024,0.0008,0.0071,0.0206
765.0,-0.0001,0.0005,0.0003,0.0035,0.0024,0.0008,0.0070,0.0204
766.0,-0.0001,0.0005,0.0003,0.0035,0.0024,0.0007,0.0070,0.0202
767.0,-0.0001,0.0006,0.0003,0.0035,0.0024,0.0007,0.0069,0.0200
768.0,-0.0001,0.0005,0.0003,0.0035,0.0024,0.0007,0.0068,0.0199
769.0,-0.0001,0.0006,0.0003,0.0035,0.0024,0.0007,0.0068,0.0197
770.0,-0.0000,0.0005,0.0003,0.0035,0.0024,0.0007,0.0067,0.0195
771.0,-0.0001,0.0005,0.0003,0.0035,0.0024,0.0007,0.0067,0.0193
772.0,-0.0000,0.0006,0.0003,0.0034,0.0023,0.0007,0.0067,0.0192
773.0,-0.0001,0.0005,0.0003,0.0035,0.0024,0.0007,0.0066,0.0190
774.0,-0.0001,0.0006,0.0003,0.0034,0.0023,0.0007,0.0065,0.0189
775.0,-0.0001,0.0005,0.0003,0.0034,0.0023,0.0005,0.0064,0.0187
776.0,-0.0001,0.0005,0.0003,0.0034,0.0023,0.0005,0.0064,0.0185
777.0,-0.0001,0.0005,0.0003,0.0034,0.0023,0.0005,0.0063,0.0183
778.0,-0.0001,0.0005,0.0002,0.0033,0.0023,0.0005,0.0063,0.0181
779.0,-0.0001,0.0005,0.0003,0.0033,0.0022,0.0005,0.0062,0.0180
780.0,-0.0001,0.0005,0.0002,0.0033,0.0023,0.0005,0.0062,0.0178
781.0,-0.0001,0.0005,0.0002,0.0033,0.0022,0.0005,0.0061,0.0177
782.0,-0.0001,0.0006,0.0003,0.0033,0.0022,0.0005,0.0061,0.0175
783.0,-0.0002,0.0005,0.0002,0.0033,0.0022,0.0004,0.0060,0.0173
784.0,-0.0001,0.0006,0.0003,0.0033,0.0022,0.0005,0.0060,0.0173
785.0,-0.0001,0.0005,0.0003,0.0033,0.0022,0.0004,0.0059,0.0171
786.0,-0.0001,0.0006,0.0002,0.0033,0.0022,0.0004,0.0059,0.0169
787.0,-0.0001,0.0005,0.0003,0.0033,0.0022,0.0004,0.0059,0.0168
788.0,-0.0001,0.0006,0.0002,0.0033,0.0022,0.0004,0.0058,0.0166
789.0,-0.0001,0.0005,0.0002,0.0033,0.0021,0.0004,0.0058,0.0164
790.0,-0.0001,0.0005,0.0003,0.0032,0.0021,0.0004,0.0057,0.0163
791.0,-0.0002,0.0005,0.0002,0.0032,0.0021,0.0003,0.0056,0.0161
792.0,-0.0002,0.0006,0.0002,0.0032,0.0022,0.0004,0.0056,0.0160
793.0,-0.0001,0.0006,0.0002,0.0033,0.0022,0.0004,0.0056,0.0159
794.0,-0.0001,0.0005,0.0002,0.0032,0.0021,0.0003,0.0055,0.0157
